Name,campaignId,companyName,AdExtension_Type,id,source,phoneNumber,address,iconMediaId,id,email,shouldSyncUrl,iconMediaId,AdExtension_Type,phoneNumber,isCallOnly,AdExtension_Type,countryCode,id,id,sitelinks,AdExtension_Type,network,Stats_Type
Southern CT Group,49594839,AlphaGraphics Greenwich,LocationExtension,3876369,ADWORDS_FRONTEND,(888) 210-5266,"16 Old Track Road, Greenwich, CT, US, 06830",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Southern CT Group,49594839,AlphaGraphics Greenwich,LocationExtension,3876459,ADWORDS_FRONTEND,(888) 210-5266,"16 Old Track Road, Greenwich, CT, US, 06830",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Southern CT Group,49594839,AlphaGraphics Norwalk,LocationExtension,3876549,ADWORDS_FRONTEND,(888) 367-4189,"15 Oakwood Avenue, Norwalk, CT, US, 06850",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Southern CT Group,49594839,AlphaGraphics Danbury,LocationExtension,3876639,ADWORDS_FRONTEND,(888) 285-8744,"71 Newton Road, Danbury, CT, US, 06810",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Southern CT Group,49594839,AlphaGraphics Stamford,LocationExtension,3876729,ADWORDS_FRONTEND,(888) 372-8875,"47 West Main Street, Stamford, CT, US, 06902",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Dallas Group,47635862,AlphaGraphics Downtown Dallas,LocationExtension,1657562,ADWORDS_FRONTEND,1 (888) 473-5964,"400 North Akard Street, Dallas, TX, US, 75201",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Dallas Group,47635862,AlphaGraphics North Dallas,LocationExtension,1657652,ADWORDS_FRONTEND,1 (888) 474-3989,"3032 Mockingbird Lane, Dallas, TX, US, 75205",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Dallas Group,47635862,AlphaGraphics Richardson,LocationExtension,1657742,ADWORDS_FRONTEND,1 (888) 630-4693,"1750 Alma Road, Richardson, TX, US, 75081",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Dallas Group,47635862,AlphaGraphics Plano,LocationExtension,1657832,ADWORDS_FRONTEND,1 (888) 631-9970,"601 W. Plano Parkway, Plano, TX, US, 75075",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Dallas Group,47635862,AlphaGraphics Park and Coit,LocationExtension,1657922,ADWORDS_FRONTEND,1 (888) 741-0212,"2201 Coit Rd, Plano, TX, US, 75075",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Dallas Group,47635862,AlphaGraphics Carrollton,LocationExtension,1658012,ADWORDS_FRONTEND,1 (888) 742-0121,"2722 N. Josey Lane, Carrollton, TX, US, 75007",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Dallas Group,47635862,AlphaGraphics Irving,LocationExtension,1658102,ADWORDS_FRONTEND,1 (888) 764-0382,"3959 N. Belt Line Road, Irving, TX, US, 75038",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Dallas Group,47635862,AlphaGraphics at Market Center,LocationExtension,1658282,ADWORDS_FRONTEND,1 (888) 792-5156,"2372 Irving Blvd., Dallas, TX, US, 75207",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Dallas Group,47635862,N/A,SitelinksExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SitelinksExtension,N/A,N/A,SitelinksExtension,N/A,N/A,144225752,"[{'displayText': 'Full-Service Printing Services', 'destinationUrl': 'http://www.dallas-alphagraphics.com/printing-group.html'}, {'displayText': 'Layout & Design, Creative Services', 'destinationUrl': 'http://www.dallas-alphagraphics.com/design-group.html'}, {'displayText': 'Direct Marketing Services', 'destinationUrl': 'http://www.dallas-alphagraphics.com/marketing-group.html'}, {'displayText': 'Direct Mail and Marketing', 'destinationUrl': 'http://www.dallas-alphagraphics.com/direct-mail-group.html'}]",SitelinksExtension,ALL,CampaignAdExtensionStats
Dallas Group,47635952,AlphaGraphics at Market Center,LocationExtension,1658372,ADWORDS_FRONTEND,1 (888) 792-5156,"2372 Irving Blvd., Dallas, TX, US, 75207",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Dallas Group,47635952,AlphaGraphics Irving,LocationExtension,1658462,ADWORDS_FRONTEND,1 (888) 764-0382,"3959 N. Belt Line Road, Irving, TX, US, 75038",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Dallas Group,47635952,AlphaGraphics Carrollton,LocationExtension,1658552,ADWORDS_FRONTEND,1 (888) 742-0121,"2722 N. Josey Lane, Carrollton, TX, US, 75007",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Dallas Group,47635952,AlphaGraphics Park and Coit,LocationExtension,1658642,ADWORDS_FRONTEND,1 (888) 741-0212,"2201 Coit Rd, Plano, TX, US, 75075",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Dallas Group,47635952,AlphaGraphics Plano,LocationExtension,1658732,ADWORDS_FRONTEND,1 (888) 631-9970,"601 W. Plano Parkway, Plano, TX, US, 75075",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Dallas Group,47635952,AlphaGraphics Plano,LocationExtension,1658822,ADWORDS_FRONTEND,1 (888) 631-9970,"601 W. Plano Parkway, Plano, TX, US, 75075",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Dallas Group,47635952,AlphaGraphics Richardson,LocationExtension,1658912,ADWORDS_FRONTEND,1 (888) 630-4693,"1750 Alma Road, Richardson, TX, US, 75081",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Dallas Group,47635952,AlphaGraphics North Dallas,LocationExtension,1659002,ADWORDS_FRONTEND,1 (888) 474-3989,"3032 Mockingbird Lane, Dallas, TX, US, 75205",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Dallas Group,47635952,AlphaGraphics Downtown Dallas,LocationExtension,1659182,ADWORDS_FRONTEND,1 (888) 473-5964,"400 North Akard Street, Dallas, TX, US, 75201",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Dallas Group,47635952,N/A,SitelinksExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SitelinksExtension,N/A,N/A,SitelinksExtension,N/A,N/A,144225872,"[{'displayText': 'Full-Service Printing Services', 'destinationUrl': 'http://www.dallas-alphagraphics.com/printing-group.html'}, {'displayText': 'Layout & Design, Creative Services', 'destinationUrl': 'http://www.dallas-alphagraphics.com/design-group.html'}, {'displayText': 'Direct Marketing Services', 'destinationUrl': 'http://www.dallas-alphagraphics.com/marketing-group.html'}, {'displayText': 'Direct Mail and Marketing', 'destinationUrl': 'http://www.dallas-alphagraphics.com/direct-mail-group.html'}]",SitelinksExtension,ALL,CampaignAdExtensionStats
Irvine,55612412,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 896-9836,false,MobileExtension,US,97579172,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Irvine,55612412,AlphaGraphics,LocationExtension,97579292,ADWORDS_FRONTEND,(888) 896-9836,"9800 Research Drive, Irvine, CA, US, 92618",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Irvine,55612532,AlphaGraphics,LocationExtension,97579412,ADWORDS_FRONTEND,(888) 896-9836,"9800 Research Drive, Irvine, CA, US, 92618",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Irvine,55612532,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 896-9836,false,MobileExtension,US,97579532,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Denver - Aurora,82581218,AlphaGraphics Aurora,LocationExtension,16238498,ADWORDS_FRONTEND,(888) 393-3513,"15801 East Centretech Circle, Aurora, CO, US, 80011",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Denver - Aurora,82581218,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 393-3513,true,MobileExtension,US,61909058,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Denver - Aurora,82581338,AlphaGraphics Aurora,LocationExtension,16238378,ADWORDS_FRONTEND,(888) 393-3513,"15801 East Centretech Circle, Aurora, CO, US, 80011",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Denver - Aurora,82581338,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 393-3513,true,MobileExtension,US,61909058,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Mahwah,86533758,Mahwah AlphaGraphics,LocationExtension,193240398,ADWORDS_FRONTEND,(888) 926-9718,"1 Lethbridge Plaza, Mahwah, NJ, US, 07430",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Mahwah,86533758,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 926-9718,false,MobileExtension,US,193240758,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Mahwah,86533758,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 926-9718,false,MobileExtension,US,299692038,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Mahwah,86533878,Mahwah AlphaGraphics,LocationExtension,193240278,ADWORDS_FRONTEND,(888) 926-9718,"1 Lethbridge Plaza, Mahwah, NJ, US, 07430",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Mahwah,86533878,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 926-9718,false,MobileExtension,US,193240758,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Mahwah,86533878,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 926-9718,false,MobileExtension,US,299692038,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Rancho Cucamonga,54233552,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 316-0148,false,MobileExtension,US,97481912,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Rancho Cucamonga,54233552,AlphaGraphics,LocationExtension,97482032,ADWORDS_FRONTEND,(888) 316-0148,"9016 Archibald, Rancho Cucamonga, CA, US, 91730",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Rancho Cucamonga,54233552,AlphaGraphics,LocationExtension,133809512,ADWORDS_FRONTEND,(888) 316-0148,"9077 9th Street, Rancho Cucamonga, CA, US, 91730",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Rancho Cucamonga,54233552,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 850-9974,false,MobileExtension,US,353094272,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Rancho Cucamonga,54239672,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 316-0148,false,MobileExtension,US,97481672,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Rancho Cucamonga,54239672,AlphaGraphics,LocationExtension,97481792,ADWORDS_FRONTEND,(888) 316-0148,"9016 Archibald, Rancho Cucamonga, CA, US, 91730",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Rancho Cucamonga,54239672,AlphaGraphics,LocationExtension,133809632,ADWORDS_FRONTEND,(888) 316-0148,"9077 9th Street, Rancho Cucamonga, CA, US, 91730",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Rancho Cucamonga,54239672,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 850-9974,false,MobileExtension,US,353094872,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Boston - Woburn,53441892,AlphaGraphics Woburn,LocationExtension,25370172,ADWORDS_FRONTEND,(888) 217-5992,"130 New Boston St., Woburn, MA, US, 01801",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Boston - Woburn,53441892,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 217-5992,false,MobileExtension,US,25370292,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Boston - Woburn,53442012,AlphaGraphics Woburn,LocationExtension,25369932,ADWORDS_FRONTEND,(888) 217-5992,"130 New Boston St., Woburn, MA, US, 01801",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Boston - Woburn,53442012,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 217-5992,false,MobileExtension,US,25370052,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
,45330129,Alphagraphics Provo,LocationExtension,930159,ADWORDS_FRONTEND,1 (888) 623-1098,"2001 N State St, Provo, UT, US, 84604",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,45330129,Alphagraphics Lehi,LocationExtension,930249,ADWORDS_FRONTEND,1 (888) 774-3291,"310 N 850 East, Lehi, UT, US, 84043",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,45330129,AlphaGraphics Provo,LocationExtension,930699,ADWORDS_FRONTEND,1 (888) 623-1098,"2001 N State St, Provo, UT, US, 84604",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,45330129,AlphaGraphics Lehi,LocationExtension,930789,ADWORDS_FRONTEND,1 (888) 774-3291,"310 N 850 East, Lehi, UT, US, 84043",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,45330219,Alphagraphics Provo,LocationExtension,930339,ADWORDS_FRONTEND,1 (888) 623-1098,"2001 N State St, Provo, UT, US, 84604",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,45330219,Alphagraphics Lehi,LocationExtension,930429,ADWORDS_FRONTEND,1 (888) 774-3291,"310 N 850 East, Lehi, UT, US, 84043",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,45330219,AlphaGraphics Provo,LocationExtension,930879,ADWORDS_FRONTEND,1 (888) 623-1098,"2001 N State St, Provo, UT, US, 84604",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,45330219,AlphaGraphics Lehi,LocationExtension,930969,ADWORDS_FRONTEND,1 (888) 774-3291,"310 N 850 East, Lehi, UT, US, 84043",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Provo,135540156,AlphaGraphics Provo,LocationExtension,599912316,ADWORDS_FRONTEND,(888) 902-7824,"2001 N. State Street, Provo, UT, US, 84604",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Provo,135540276,AlphaGraphics Provo,LocationExtension,599912316,ADWORDS_FRONTEND,(888) 902-7824,"2001 N. State Street, Provo, UT, US, 84604",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Duluth,116201931,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 906-8401,false,MobileExtension,US,550868931,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Duluth,116201931,AlphaGraphics Duluth,LocationExtension,550869171,ADWORDS_FRONTEND,(888) 906-8401,"3075 Breckinridge Blvd, Duluth, GA, US, 30096",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Duluth,116202051,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 906-8401,false,MobileExtension,US,550868931,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Duluth,116202051,AlphaGraphics Duluth,LocationExtension,550869171,ADWORDS_FRONTEND,(888) 906-8401,"3075 Breckinridge Blvd, Duluth, GA, US, 30096",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Cunneen,77143368,The Cunneen Company,LocationExtension,96114408,ADWORDS_FRONTEND,(888) 836-0651,"24 Rossotto Drive, Hamden, CT, US, 06514",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Cunneen,77143368,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 836-0651,false,MobileExtension,US,96114528,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Minneapolis,91684656,AlphaGraphics Minneapolis,LocationExtension,81184776,ADWORDS_FRONTEND,(888) 906-9939,"811 LaSalle Ave, Minneapolis, MN, US, 55402",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Minneapolis,91684656,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 906-9939,true,MobileExtension,US,81184896,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Minneapolis,91684776,AlphaGraphics Minneapolis,LocationExtension,81184776,ADWORDS_FRONTEND,(888) 906-9939,"811 LaSalle Ave, Minneapolis, MN, US, 55402",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Minneapolis,91684776,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 906-9939,true,MobileExtension,US,81184896,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Knoxville,87945965,AlphaGraphics Knoxville,LocationExtension,77514725,ADWORDS_FRONTEND,(888) 926-7643,"9648 Kingston Pike, Knoxville, TN, US, 37922",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Knoxville,87945965,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 926-7643,false,MobileExtension,US,77514845,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Knoxville,87946085,AlphaGraphics Knoxville,LocationExtension,77514725,ADWORDS_FRONTEND,(888) 926-7643,"9648 Kingston Pike, Knoxville, TN, US, 37922",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Knoxville,87946085,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 926-7643,false,MobileExtension,US,77514845,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Lakeland,71193700,AlphaGraphics Lakeland,LocationExtension,20300140,ADWORDS_FRONTEND,(888) 815-9041,"4130 S. Florida Ave., Lakeland, FL, US, 33813",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Lakeland,71193700,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 815-9041,true,MobileExtension,US,26669860,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Lakeland,71193820,AlphaGraphics Lakeland,LocationExtension,20300140,ADWORDS_FRONTEND,(888) 815-9041,"4130 S. Florida Ave., Lakeland, FL, US, 33813",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Lakeland,71193820,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 815-9041,true,MobileExtension,US,26669860,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
,64032473,AlphaGraphics New Haven,LocationExtension,58081913,ADWORDS_FRONTEND,(888) 479-7717,"24 Rossotto Drive, Hamden, CT, US, 06514",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,64032593,AlphaGraphics New Haven,LocationExtension,58081793,ADWORDS_FRONTEND,(888) 479-7717,"24 Rossotto Drive, Hamden, CT, US, 06514",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Albuquerque,57542025,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 873-3952,false,MobileExtension,US,26964525,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Albuquerque,57542025,Alpha Graphics,LocationExtension,26964615,ADWORDS_FRONTEND,(888) 873-3952,"4500 Osuna Road, Albuquerque, NM, US, 87109",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Albuquerque,57542025,Alpha Graphics,LocationExtension,27068475,ADWORDS_FRONTEND,(888) 873-3952,"4500 Osuna Road, Albuquerque, NM, US, 87109",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Albuquerque,57542025,Alpha Graphics,LocationExtension,27068565,ADWORDS_FRONTEND,(888) 873-3952,"4500 Osuna Road, Albuquerque, NM, US, 87109",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Albuquerque,57542025,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 873-3952,true,MobileExtension,US,168746955,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Albuquerque,57542025,AlphaGraphics Albuquerque,LocationExtension,169121835,ADWORDS_FRONTEND,(888) 802-9349,"3700 Osuna Rd. NE, Albuquerque, NM, US, 87109",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Albuquerque,57542025,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 802-9349,true,MobileExtension,US,171079755,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Albuquerque,57542025,AlphaGraphics Albuquerque,LocationExtension,405364395,ADWORDS_FRONTEND,(888) 921-5885,"4500 Osuna Road, Albuquerque, NM, US, 87109",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Albuquerque,57542025,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 921-5885,true,MobileExtension,US,405364635,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
